Epoch,Num trials,Number correct,Time
0,8156,416,20.343965924112126
1,8156,678,13.906299987109378
2,8156,1048,14.198928005993366
3,8156,1575,14.478259009076282
4,8156,2578,14.527099644998088
5,8156,3278,14.352150205057114
6,8156,3788,14.372208086075261
7,8156,4497,14.224974213866517
8,8156,4892,14.294028282165527
9,8156,5127,14.44489738997072
10,8156,5268,14.113582497928292
11,8156,5717,13.936648353934288
12,8156,5723,13.906701295869425
13,8156,6110,14.50096451700665
14,8156,6135,14.102487856056541
15,8156,6276,14.070609797956422
16,8156,6442,14.029634477104992
17,8156,6535,14.431802242994308
18,8156,6791,13.653495371108875
19,8156,6787,13.970686469925568
20,8156,7018,13.793802765896544
21,8156,6912,13.785570041975006
22,8156,6984,14.25978413480334
23,8156,7136,13.522072408115491
24,8156,7218,14.114913495955989
25,8156,7155,13.932341116014868
26,8156,7344,13.564080393873155
27,8156,7406,13.599393707932904
28,8156,7480,13.585281572071835
29,8156,7545,13.352190620964393
30,8156,7483,13.585014326032251
31,8156,7489,13.376221677055582
32,8156,7674,13.848440494155511
33,8156,7592,13.132134502055123
34,8156,7690,13.26748249004595
35,8156,7648,13.84601363982074
36,8156,7696,12.925486802821979
37,8156,7805,12.937575520947576
38,8156,7759,13.260235565016046
39,8156,7846,13.436207545921206
40,8156,7794,13.192600308917463
41,8156,7790,13.33118946896866
42,8156,7849,12.935865387087688
43,8156,7861,12.894954591058195
44,8156,7855,13.096747773932293
45,8156,7922,12.782453957945108
46,8156,7873,12.571548552950844
47,8156,7901,12.535439283121377
48,8156,7932,12.538254798855633
49,8156,7929,12.59842757997103
50,8156,7980,12.553679724922404
51,8156,8008,12.505369063001126
52,8156,8043,12.936054334975779
53,8156,7936,12.725820217980072
54,8156,7952,12.697769451187924
55,8156,7970,12.856398444157094
56,8156,8017,12.741521822987124
57,8156,8065,12.912057484034449
58,8156,7984,12.931694995146245
59,8156,8032,12.959320623194799
60,8156,8036,13.049693190027028
61,8156,8056,12.907244490925223
62,8156,7999,12.481612449977547
63,8156,7973,12.664003730984405
64,8156,8095,12.479580362094566
65,8156,7992,12.529772532870993
66,8156,8032,12.6790580090601
67,8156,8119,12.446357761975378
68,8156,8099,12.888865077868104
69,8156,8053,12.314918377902359
70,8156,8053,12.624760371865705
71,8156,8121,12.901723921997473
72,8156,8113,12.72008795500733
73,8156,8110,12.797342707868665
74,8156,8009,12.873165406053886
75,8156,8115,12.649643807206303
76,8156,8054,12.474071244942024
77,8156,8124,13.04123562388122
78,8156,7992,12.578752941917628
79,8156,8143,12.541447878815234
80,8156,8145,12.417873933911324
81,8156,8101,12.54405147396028
82,8156,7990,12.621103826211765
83,8156,8137,12.435324389953166
84,8156,8139,12.904762862017378
85,8156,8152,12.738157354062423
86,8156,8149,12.86157532595098
87,8156,7702,12.338466098997742
88,8156,8042,12.378376789856702
89,8156,8142,12.876475534169003
90,8156,8153,13.17312142578885
91,8156,8154,12.697857514955103
92,8156,8154,12.591873692115769
93,8156,8155,12.71856373292394
94,8156,8155,12.730092528974637
95,8156,8154,12.72635408793576
96,8156,8154,12.688897431828082
97,8156,8154,12.695187002187595
98,8156,8153,12.763604297069833
99,8156,8150,13.291748591000214
